Customer ID,Name,Age,Gender,Marital Status,Employment Status,Highest Level of Education,Currently Studying?,Dependents,Annual Income,Current Loans,Interest Rate (%),Credit History,Asset Details ($),Transaction History (Monthly),Credit Score,Address,Vehicle Ownership,Repayment Amount ($),Existing Dues ($),Mortgage,Debt-to-Income Ratio (%),Loan Eligibility,Credit Card Ownership,Asset Details,Loan Count,Loan Tenure (Months),Monthly EMI ($)
d05c79ab-006e-4e41-a585-19fdc33d1435,Michael Davis,57,Male,Single,Employed,Grad,No,1,71654,0,10.10660849,Fair,108157,36,357,"Houston, IL",Yes,5367.999526,7686,No,79.83,No,No,Car,1,230,52.89571478
fc7a3ba4-5b93-47ef-b0bb-b7a93cf93561,Katie Garcia,22,Other,Married,Unemployed,Undergrad,No,0,171448,0,9.262296393,No History,152721,52,757,"Los Angeles, NY",Yes,6541.505941,26220,No,29.01,Yes,Yes,Car,1,37,203.9198768
79393fc2-e4f6-42f4-a7f2-7b91870f85d0,Anna Brown,33,Other,Single,Employed,Senior Secondary,No,2,173554,0,16.04018441,Fair,189437,21,519,"Chicago, CA",No,6367.926678,37870,No,30.13,No,No,Scooter,1,262,87.82763167
a921c880-a228-4c1a-bbaa-31cfe32596d7,Robert Miller,39,Male,Single,Self-employed,Undergrad,No,3,73472,2,17.54856144,Fair,91300,36,738,"Houston, CA",Yes,7084.964309,45170,No,75.21,No,No,Car,1,106,131.9218471
cea367b4-390c-479d-950e-5c73bd581b7f,Robert Brown,20,Male,Married,Retired,Undergrad,No,1,184918,1,15.73775696,No History,314568,24,758,"New York, AZ",No,3836.221251,20705,Yes,22.98,Yes,Yes,House,1,211,53.75002326
a48bf9c6-f914-493c-b894-9545e062b425,Michael Williams,20,Male,Single,Employed,Undergrad,Yes,4,24866,1,14.59983838,Fair,385263,10,788,"Chicago, NY",Yes,2348.525725,20302,Yes,95.12,No,Yes,House,1,114,38.1960337
2322416d-1008-4f54-90d8-9f3bc1afe887,Katie Brown,52,Female,Married,Unemployed,Undergrad,Yes,4,179071,1,8.418870878,Bad,432611,78,415,"New York, NY",Yes,4407.812836,42748,No,28.63,No,Yes,Car,1,204,40.70112423
dcc5b7ee-7afd-426f-bcbd-86472791c30a,Katie Garcia,22,Female,Single,Retired,Grad,No,3,170516,0,17.79205975,No History,82492,41,495,"Chicago, CA",No,1882.746587,46586,No,10.92,No,No,Scooter,1,13,160.2999686
db94261e-56bf-4918-a52b-ad4890878c44,Anna Garcia,18,Male,Single,Unemployed,Grad,No,4,122655,1,16.24492975,Bad,72125,29,336,"Phoenix, NY",Yes,2660.608364,4921,No,25.63,No,No,Car,1,258,37.17551229
0831f63e-2881-4e69-b6e1-fcc6ffe22136,Jane Johnson,28,Other,Single,Employed,Grad,Yes,3,53863,2,12.75911435,Bad,43207,87,331,"Houston, NY",Yes,7253.467275,19838,No,81.83,No,No,Car,1,102,116.8539111
12aa1e13-4750-42e1-ba6d-86a354df2fb7,Katie Davis,24,Male,Single,Employed,Senior Secondary,Yes,4,176833,0,12.67381643,Good,56609,75,527,"New York, NY",Yes,1573.226032,25631,Yes,7.88,No,No,House,1,56,37.35922111
2237b1c7-cc26-48aa-87f4-9591add41488,Katie Davis,49,Female,Married,Unemployed,Undergrad,No,2,138649,0,13.53759542,Fair,170354,21,453,"New York, NY",Yes,4313.33159,49126,Yes,41.58,No,No,House,1,14,334.7963784
6f9a976c-3c93-4c23-84a0-53fef2826360,Robert Garcia,57,Other,Single,Retired,Grad,Yes,3,128397,0,17.42414591,Bad,66279,49,456,"Chicago, AZ",Yes,4265.534784,6935,Yes,28.39,No,Yes,House,2,347,62.35528489
ee0f15d8-49f7-417c-93ed-7646d62b0508,John Williams,42,Other,Married,Employed,Undergrad,No,1,61941,1,16.13389323,Good,57953,22,818,"New York, IL",No,1384.315727,6338,Yes,23.21,Yes,Yes,House,1,75,29.41553392
bac37d87-9614-45f4-be09-8ef206b44305,Robert Brown,47,Female,Married,Unemployed,Undergrad,Yes,2,146307,2,17.84367491,Good,355869,85,569,"Los Angeles, AZ",No,5172.714853,9761,No,33.79,No,No,Scooter,1,146,87.0005303
042a4ba3-dc70-444d-a7e8-99947d57d873,Katie Martinez,18,Male,Married,Employed,Undergrad,No,4,42138,0,12.60924157,Bad,496039,47,470,"New York, IL",No,1716.932282,33437,Yes,45.19,No,No,House,1,302,18.84302775
44f4f8cf-bdd6-4341-b633-471e2f976caa,Katie Martinez,40,Male,Single,Retired,Grad,No,2,60546,0,14.36973589,Bad,338476,54,648,"Los Angeles, TX",No,3578.908834,47044,Yes,76.42,No,No,House,1,289,44.27612601
2cfb3111-6032-4092-ace7-55959d6f0148,Michael Johnson,27,Other,Single,Self-employed,Grad,No,2,27550,1,17.8185771,Bad,478456,24,803,"Houston, IL",No,1175.881951,29905,Yes,29.4,Yes,No,House,2,187,18.64487703
a3b520f3-75db-4162-a283-960a9506418d,Alex Williams,19,Female,Single,Unemployed,Undergrad,Yes,3,79614,2,8.484800903,Bad,297523,14,427,"Chicago, CA",No,992.7530955,7962,No,13.73,No,Yes,Scooter,1,293,8.039589896
ceef253f-73c4-48df-b736-b8bcc88bb022,Alex Smith,28,Male,Married,Self-employed,Grad,No,1,44463,1,11.6603102,No History,110383,85,582,"Los Angeles, CA",No,1476.25321,24629,No,23.35,No,Yes,Scooter,1,131,19.9713629
b35390fa-5435-4ac2-9697-54445487366e,Chris Smith,48,Male,Single,Retired,Grad,Yes,0,139145,0,14.30978355,No History,146100,36,769,"Los Angeles, NY",No,3720.456014,15558,No,30.49,Yes,No,Scooter,1,273,46.18125765
2dba073d-41d8-4eff-87d5-65e293562522,Anna Davis,38,Male,Single,Self-employed,Undergrad,No,2,95651,1,18.72719386,No History,5775,14,806,"Houston, IL",Yes,5851.05304,47657,Yes,49.37,No,Yes,House,1,185,96.83022734
dc3c9b3d-4982-4979-a125-1f6fa6c34a60,Robert Martinez,19,Other,Married,Self-employed,Grad,No,1,76558,1,5.237540166,Fair,184013,34,551,"Los Angeles, NY",No,2941.048943,8750,Yes,38.04,No,Yes,House,1,129,29.86466062
aa9cd356-1f29-4868-a3d5-6c219c35292e,Robert Garcia,50,Female,Single,Unemployed,Grad,No,0,87223,0,8.188597373,No History,136498,29,354,"New York, TX",No,2567.079632,25791,Yes,30.74,No,Yes,House,1,352,19.27690174
f857570f-fc46-4933-b6e8-6b18c361a46c,Sarah Miller,63,Other,Single,Employed,Grad,Yes,3,196213,1,8.516757616,Fair,63816,67,767,"Houston, CA",Yes,562.9217872,30336,Yes,2.03,Yes,No,House,1,196,5.327208447
221f14fd-5518-4400-992d-fa3cac3a6e82,Michael Davis,24,Female,Married,Self-employed,Grad,No,1,132990,0,9.899190204,Fair,349516,48,515,"Houston, AZ",Yes,209.4280059,20911,Yes,1.31,No,No,House,1,254,1.972398258
d47ceb66-6989-4655-b0b2-b676a529875c,Jane Rodriguez,56,Female,Single,Unemployed,Undergrad,Yes,4,176091,0,9.226799306,No History,273990,13,760,"Houston, AZ",Yes,5900.781341,10522,Yes,22.37,Yes,Yes,House,1,225,55.22669354
e61906c3-0e4c-4583-90a1-e5f380b49c27,Chris Miller,47,Female,Married,Employed,Grad,No,0,137628,1,13.85208178,Fair,354855,27,735,"Chicago, IL",No,1165.065106,5984,No,6.35,Yes,No,Scooter,1,132,17.2378228
6bc73aa9-8255-4cc4-a4e7-acd8f85a158c,Robert Martinez,19,Other,Single,Employed,Senior Secondary,Yes,4,169339,0,18.28430396,Fair,119640,81,687,"Houston, NY",No,2542.924307,24623,Yes,15.01,Yes,Yes,House,1,74,57.53810721
47aac505-8e86-427b-a438-ce487a794330,Chris Jones,43,Male,Single,Retired,Undergrad,No,0,86188,1,14.55466762,Fair,267328,100,840,"Houston, CA",Yes,4600.026485,15866,No,51.11,No,No,Car,1,160,65.27820142
48aa398c-0dee-4401-8628-b77287632b0d,Anna Martinez,18,Female,Single,Self-employed,Senior Secondary,No,3,40126,2,8.622898384,Fair,389717,46,606,"Chicago, CA",No,307.8986667,11551,No,6.67,Yes,No,Scooter,1,287,2.537544672
cc8e0e80-ff28-41cd-b9df-39786bb4e4f7,John Brown,35,Male,Single,Unemployed,Grad,No,0,168345,0,17.95629275,Bad,23581,62,501,"Phoenix, TX",Yes,2272.87838,36189,No,23.01,No,Yes,Car,1,40,75.92523321
60e490a2-34aa-4f60-8405-473cb7e3b677,Katie Miller,37,Other,Single,Self-employed,Undergrad,No,3,198788,2,14.48068684,Fair,263485,71,683,"Phoenix, TX",Yes,5761.025256,19099,Yes,20.85,Yes,No,House,1,310,71.2489873
2dd78b3f-8b69-4895-a6cf-7d8311f5fdd0,Chris Smith,65,Female,Married,Employed,Senior Secondary,No,3,40929,0,8.284431875,Good,162926,21,815,"Phoenix, IL",Yes,4499.270882,23549,No,121.53,No,No,Car,1,236,38.69026455
87d1fbbf-0be2-4d04-ae44-09f6a6bcd34e,David Williams,59,Other,Single,Self-employed,Grad,No,1,188131,1,10.42499806,Fair,472670,15,517,"Phoenix, NY",No,4905.959155,9712,Yes,30.89,No,No,House,1,184,53.51648926
85314477-1202-4107-b097-e914cb2a866c,Jane Jones,39,Other,Single,Employed,Grad,No,4,147556,1,16.8494721,Good,266518,24,316,"Phoenix, CA",Yes,5358.179655,40125,No,35.98,No,Yes,Car,1,255,77.44762917
8451df1a-dc22-47ef-8294-c1708f9ab63c,Katie Rodriguez,49,Male,Married,Employed,Grad,No,3,72023,0,16.08396772,No History,384423,48,694,"New York, NY",No,646.3536011,35592,No,8.16,Yes,Yes,Scooter,1,332,8.768764874
c9dc61c2-c34a-41f8-b725-1ae78b7719d5,Anna Williams,32,Male,Married,Retired,Grad,No,1,96207,1,13.64873554,Fair,318606,34,520,"Houston, CA",No,1574.177539,10359,Yes,13.23,No,No,House,1,142,22.4001367
8efe2b71-9608-40b5-ae9b-784ec65c374a,David Williams,65,Female,Single,Self-employed,Senior Secondary,No,0,177925,1,7.171512541,No History,196521,58,744,"Los Angeles, NY",No,5162.823986,20652,Yes,24.67,Yes,No,House,1,31,182.9417198
4e1b4560-d93f-42b5-b45c-29492ec8c04e,David Garcia,35,Other,Single,Employed,Senior Secondary,No,1,72137,0,17.04933946,Fair,43659,40,688,"Houston, CA",No,6249.060991,31923,No,59,No,Yes,Scooter,2,92,122.1423792
8012ffe5-44d9-4103-86c9-019daaf3ae2c,Michael Martinez,29,Male,Single,Unemployed,Undergrad,No,0,156642,0,9.613137928,Bad,51868,30,473,"New York, IL",No,4062.121583,14368,Yes,38.26,No,Yes,House,1,304,35.69795944
7dc508ca-e2c0-40fc-a7c2-faf2846bda13,Anna Johnson,51,Female,Single,Self-employed,Undergrad,Yes,1,56420,2,16.57396908,No History,344716,92,359,"Chicago, AZ",No,6654.621076,49943,No,98.37,No,No,Scooter,1,305,93.33379628
4dfd167a-c34f-4add-b4cc-005e80a7e8b9,David Williams,27,Female,Married,Retired,Undergrad,No,4,25308,0,14.71349549,No History,468905,92,369,"Phoenix, NY",No,2593.839517,5061,Yes,168.85,No,Yes,House,1,246,33.47372581
4d8e3c79-0516-4281-ada7-f819f3031a6d,Anna Brown,59,Other,Married,Employed,Undergrad,No,3,149652,0,8.962554225,Bad,396802,90,318,"New York, NY",No,2438.318362,49373,Yes,18.73,No,No,House,1,312,20.19250813
52590d37-8d27-4a97-9504-0ca77aca8973,David Davis,37,Male,Single,Self-employed,Grad,No,2,53949,0,8.185538422,Bad,441006,15,352,"Chicago, CA",No,4277.347706,39483,No,74.94,No,Yes,Scooter,1,232,36.77278026
ad7f8cb9-eb9c-4757-bf1e-9abba7d633ed,Chris Smith,33,Other,Single,Self-employed,Undergrad,Yes,0,194698,2,6.963648849,No History,283536,49,666,"Phoenix, IL",No,7808.97049,35740,Yes,28.94,Yes,No,House,1,181,69.81095622
9372046c-842d-408c-b4ed-6a91dd689bf8,John Williams,43,Female,Single,Unemployed,Undergrad,Yes,1,125531,2,8.629193549,Bad,411437,24,519,"Houston, CA",No,4403.002791,43666,Yes,46.58,No,Yes,House,1,57,94.42868362
b9f13ed8-4e34-4337-a1f8-1069e1b3eaa5,David Davis,25,Male,Single,Employed,Undergrad,Yes,3,195138,1,7.367435337,Bad,276096,87,749,"Chicago, TX",No,1807.802951,13577,Yes,8.66,Yes,No,House,2,71,31.49031309
01a1296b-eb61-4ccc-8ec5-29cb65ab64fb,Chris Brown,61,Female,Single,Employed,Undergrad,Yes,4,109907,2,14.25576872,No History,344315,90,760,"Houston, NY",No,1016.022898,29764,Yes,10.85,Yes,Yes,House,2,107,16.82535678
b38cff00-7f9b-4a30-a0c9-a0fd45e13fa5,Anna Smith,21,Male,Married,Employed,Undergrad,No,0,154945,0,13.98174678,Fair,188214,34,682,"Houston, CA",No,6191.630792,24462,Yes,29.39,Yes,Yes,House,1,280,75.07117832
62b759a8-6192-4cfa-9c78-d2de8aa4a9ea,Michael Martinez,29,Male,Single,Employed,Undergrad,Yes,2,64163,1,13.7925809,Fair,106535,33,301,"Phoenix, AZ",Yes,3432.709467,10115,No,44.46,No,No,Car,1,42,103.4995811
31852678-6020-4a48-9f55-7220118e78b1,David Brown,46,Other,Single,Unemployed,Senior Secondary,Yes,2,78330,2,14.62834714,No History,288890,99,412,"Houston, TX",No,3954.073395,5953,No,42.11,No,Yes,Scooter,1,335,49.04812939
9a68c042-75fd-4ef8-9657-418be9302cb3,David Brown,34,Male,Single,Employed,Undergrad,Yes,3,65302,2,17.22176801,Bad,181187,77,403,"Houston, TX",Yes,4113.655374,10406,Yes,53.9,No,Yes,House,1,127,70.59362722
6bd608c4-eedd-4cda-bfb0-7bcf705be704,Sarah Williams,51,Female,Single,Employed,Undergrad,Yes,2,109074,0,18.70329067,No History,419294,65,452,"Houston, TX",Yes,5321.390143,15621,Yes,42.79,No,Yes,House,1,73,122.5745521
1a5db154-33f3-45af-8a6c-899efaddcaa7,Anna Smith,39,Male,Single,Retired,Senior Secondary,Yes,0,48324,1,8.455633069,No History,430268,86,303,"Los Angeles, CA",No,5439.907626,23275,No,82.52,No,Yes,Scooter,1,157,57.38886919
12238235-4e9e-4d51-b5f9-739f1b396f94,Alex Garcia,56,Female,Single,Unemployed,Grad,Yes,0,178489,0,13.81661735,Bad,398270,73,470,"Houston, IL",No,5242.524839,48212,Yes,17.94,No,Yes,House,2,342,61.58946706
949d5a9e-b271-42c6-a074-3cd22a030adf,Robert Martinez,39,Other,Single,Self-employed,Grad,Yes,2,70424,2,6.175043319,Good,199042,85,465,"Phoenix, AZ",No,7547.716446,39828,Yes,82.78,No,Yes,House,1,64,138.7173229
a531755a-6712-42fe-a743-63b219fe95b4,Alex Williams,53,Male,Single,Employed,Grad,No,2,122297,0,6.802136575,No History,344135,31,581,"Chicago, IL",No,1022.473972,48520,Yes,8.32,No,No,House,1,62,19.60505
8d3d7ee2-4816-463f-a049-d73d4fce8a38,Anna Smith,46,Other,Single,Retired,Undergrad,No,2,196189,1,14.81508969,No History,67793,92,754,"Los Angeles, TX",No,1782.691398,36693,Yes,8.25,Yes,Yes,House,1,180,24.72492891
4e2b045f-b822-415c-8fb4-4362c04b58ab,Anna Martinez,64,Female,Married,Retired,Grad,No,4,153049,0,12.29870843,No History,331064,50,412,"Houston, CA",No,6372.606326,39154,No,36.15,No,Yes,Scooter,2,206,74.42081137
d1ab93aa-671d-412f-8cb3-b95046ab643a,Michael Brown,28,Female,Married,Retired,Senior Secondary,Yes,1,60848,0,16.3749813,No History,66633,30,822,"Phoenix, AZ",No,435.2664302,8437,Yes,6.47,Yes,No,House,1,94,8.245974073
1e5af70b-7ae5-426f-8b70-6d449e5c1f77,John Davis,54,Other,Married,Retired,Undergrad,Yes,4,142499,0,11.38516221,Bad,102600,47,658,"New York, NY",Yes,5156.643359,23885,Yes,33.06,Yes,No,House,2,145,65.60904069
6fedfb3f-3f09-42d7-ab8a-e408ca9ba5aa,David Garcia,63,Other,Single,Self-employed,Grad,No,0,163484,0,6.913976102,Good,49582,10,555,"Houston, IL",No,5077.298935,46394,No,36.26,No,No,Scooter,1,279,36.62719301
e9ff8d59-b31b-4f06-b060-8446e5b4389c,Katie Rodriguez,65,Male,Married,Self-employed,Senior Secondary,Yes,0,139394,2,18.08080481,Bad,326704,49,740,"Chicago, NY",Yes,1587.142628,20526,Yes,9.6,Yes,No,House,1,92,31.99727128
9aecce6b-0247-4cee-b34b-e56183da3805,Michael Smith,59,Female,Single,Unemployed,Undergrad,Yes,0,144692,2,6.243327067,Bad,409424,92,340,"Chicago, IL",No,3881.196813,4979,No,33.71,No,Yes,Scooter,1,230,28.97741862
98d5260e-8607-4e71-93b8-01c6774fcaf8,Robert Rodriguez,49,Other,Single,Unemployed,Grad,No,4,145393,2,7.834469638,Bad,490841,64,800,"Chicago, NY",Yes,2470.66666,6071,Yes,11.46,Yes,Yes,House,1,13,198.8498579
eb7d02c8-ee58-4c42-a1a6-a22f95e9fb15,Sarah Miller,51,Male,Single,Unemployed,Grad,Yes,4,136832,0,9.154652989,Fair,454643,36,777,"New York, AZ",Yes,336.3213889,6335,Yes,3.35,Yes,Yes,House,2,320,2.812905095
7425dbf4-1ae8-4921-a77e-f4fd6ea48da0,David Smith,61,Other,Married,Retired,Grad,Yes,1,152926,1,19.92920911,Good,483285,62,771,"Houston, AZ",No,3380.108113,28865,Yes,26.1,Yes,Yes,House,1,262,56.89587561
499f4f56-c8ca-4a41-b637-ead04157e5b6,Sarah Davis,47,Other,Single,Employed,Senior Secondary,Yes,0,61498,0,11.2528973,Fair,151890,11,590,"Houston, TX",No,4162.973642,49729,Yes,64.55,No,Yes,House,1,247,43.36179577
f9b4a88f-0770-407f-a6b5-2b7219ae003f,Alex Williams,58,Male,Single,Unemployed,Undergrad,No,0,166768,2,12.52562796,Good,16892,53,680,"New York, TX",No,1606.201467,45695,No,14.74,Yes,No,Scooter,1,167,20.36031044
ee27c03a-3ceb-4c13-b1bd-296d874b8058,Robert Davis,34,Other,Single,Self-employed,Grad,Yes,2,74643,0,16.54545126,Good,412633,48,516,"Phoenix, IL",Yes,1996.677928,30590,No,30.72,No,No,Car,1,48,57.1457449
888c2a85-b689-496a-b862-432f38fab5f3,Chris Davis,45,Female,Single,Employed,Undergrad,No,2,118018,2,14.54623378,Bad,348136,62,522,"Chicago, AZ",No,2683.807859,10585,Yes,31.32,No,Yes,House,1,240,34.44363703
86544149-4277-4b53-9dbd-a4ca88efee5b,Robert Williams,26,Male,Single,Unemployed,Undergrad,No,2,128301,1,17.62131038,Fair,241906,33,582,"New York, TX",No,3315.033671,42243,No,24.32,No,Yes,Scooter,1,156,54.26230664
1a923332-54d8-4f10-b930-b271c68c2194,John Brown,43,Other,Single,Unemployed,Undergrad,No,3,46738,2,12.29650188,No History,256790,96,783,"Houston, NY",No,4827.691071,38334,No,79.16,No,Yes,Scooter,1,336,51.13328038
b9f2a399-ff69-4aca-b8c3-241a55651b75,Michael Miller,39,Other,Single,Unemployed,Grad,No,2,147411,1,19.58266531,Bad,121134,10,538,"Houston, CA",Yes,5276.179563,8639,No,29.94,No,No,Car,1,67,130.0737535
6362d7d8-6aa4-4928-9ee7-79bf7317b516,Michael Davis,41,Female,Single,Retired,Undergrad,No,2,87196,2,16.95218542,Bad,77982,35,327,"Houston, AZ",Yes,4705.64897,15912,Yes,59.25,No,No,House,2,132,78.85362467
891cb93d-9cbf-4823-ab98-9d8c1feaf54c,Jane Williams,60,Male,Single,Self-employed,Senior Secondary,No,0,49456,0,11.02048082,Fair,122608,90,443,"Los Angeles, IL",Yes,1114.459647,15220,No,21.13,No,No,Car,2,325,10.78774421
88d16311-f997-491f-9877-f76eb40f7d59,Sarah Garcia,46,Male,Single,Unemployed,Grad,Yes,0,75779,0,10.71907734,Bad,370839,16,447,"Chicago, IL",No,2219.891906,32058,Yes,34.49,No,Yes,House,1,222,23.02707173
14b450d0-64b4-4b3a-ae51-2204a6464773,Michael Rodriguez,64,Female,Married,Retired,Grad,No,1,118433,1,18.94236788,Fair,445834,91,398,"New York, IL",Yes,8262.06289,13912,No,41.06,No,No,Car,1,271,132.3171868
d654cb30-be54-4d74-867a-2f40a8a6b58d,Anna Brown,56,Male,Single,Retired,Senior Secondary,No,0,27222,2,15.26623454,Bad,74110,81,424,"Phoenix, CA",No,5857.844569,32793,No,175.89,No,Yes,Scooter,1,114,97.6267088
a6e0ccfb-9280-4108-bb12-da06d24fc624,Chris Johnson,50,Other,Married,Self-employed,Senior Secondary,No,1,104562,1,14.32150452,Good,5339,41,401,"Phoenix, AZ",Yes,2868.11152,49281,Yes,26.76,No,Yes,House,1,316,35.05496334
39817a1a-99e5-452e-bb6f-5c4c795d0e0d,Michael Martinez,51,Other,Married,Unemployed,Undergrad,Yes,0,181995,0,16.36745956,Good,341732,97,525,"Chicago, CA",No,2191.236545,25649,Yes,10.79,No,Yes,House,1,246,30.99390906
0e6152f9-95c3-4af2-9266-9c9fc2b200a3,Jane Johnson,38,Female,Married,Retired,Grad,Yes,1,115035,1,13.41250742,Fair,77177,51,356,"New York, NY",No,4417.461689,7983,Yes,29.91,No,No,House,1,49,117.5722821
b590f29d-86c9-4307-ae39-d94724e901c9,Robert Brown,51,Male,Single,Retired,Grad,Yes,2,199871,0,7.387501596,Fair,268896,29,590,"Chicago, TX",Yes,4408.665525,48881,Yes,22.15,No,No,House,1,312,31.83162973
f0505315-0ec9-4f37-bf88-b834a302ebfe,David Miller,30,Male,Single,Self-employed,Undergrad,Yes,1,158042,1,9.788231931,No History,496581,73,561,"Phoenix, IL",Yes,397.6104471,35183,No,1.65,No,No,Car,1,119,5.233796931
e16fb2fa-c39e-41b3-875e-41f2b5622e87,Jane Johnson,34,Other,Single,Self-employed,Undergrad,Yes,4,50896,1,13.36917296,Bad,242781,38,771,"Phoenix, CA",Yes,2439.991679,42896,Yes,85.28,No,Yes,House,1,235,29.35634274
69907c1c-4284-43c0-a3fc-33a9f969eca7,Robert Johnson,38,Female,Married,Retired,Grad,No,3,124987,2,5.272517314,Bad,13430,75,764,"New York, TX",No,4353.762467,24240,No,26.43,Yes,Yes,Scooter,1,304,25.98198373
a6a70839-899c-4fad-9d6f-1859230024cb,Anna Davis,26,Female,Single,Employed,Undergrad,No,3,105004,2,11.56026057,Fair,246074,59,578,"New York, AZ",No,7053.595533,2875,No,49.77,No,No,Scooter,1,195,80.33883901
d632b326-4c8f-44df-8ef1-2332c3267b0d,Alex Martinez,51,Male,Single,Self-employed,Undergrad,Yes,4,186045,0,16.33704319,Fair,302587,34,370,"Chicago, CA",Yes,2704.773721,41427,Yes,12.99,No,No,House,1,166,41.18748258
6400aa7b-5eca-43fe-a13e-5066720a56e5,Sarah Smith,34,Other,Single,Retired,Grad,No,4,150719,2,7.463510068,Fair,219774,43,766,"Phoenix, TX",No,5063.653039,20008,No,35.3,Yes,Yes,Scooter,1,43,134.5710276
a6bcc3fb-303a-4693-8930-03646101f49a,Anna Smith,65,Other,Single,Unemployed,Senior Secondary,Yes,3,179395,0,5.968384252,No History,15010,78,841,"New York, TX",Yes,3362.88789,48166,Yes,28.52,Yes,No,House,1,245,23.77701667
74cb83db-15d8-45b3-9546-a49df5bf806c,Chris Williams,65,Other,Single,Retired,Undergrad,Yes,0,134899,0,17.54043711,Bad,181607,51,789,"Los Angeles, AZ",Yes,2722.298918,47979,Yes,31.22,Yes,No,House,1,261,40.71425656
85d566b8-ba12-4461-ba2f-de8013c39076,Michael Davis,63,Other,Single,Retired,Undergrad,No,0,158180,0,14.25910803,Fair,141324,50,644,"Houston, CA",Yes,2516.946405,46466,Yes,15.31,Yes,Yes,House,1,69,53.65696459
4987f4fd-7e20-4f4c-b848-8a15f0d77fff,David Rodriguez,59,Other,Single,Employed,Undergrad,Yes,4,23611,0,7.648684587,No History,349463,16,795,"Los Angeles, TX",No,1799.162377,16457,Yes,103.58,No,Yes,House,2,344,12.9199264
f4c6712e-aa61-448d-bd2e-92d249bea46b,Anna Davis,51,Other,Single,Self-employed,Grad,No,1,47518,2,17.09457471,Good,139303,60,718,"Los Angeles, AZ",Yes,1426.497111,12954,No,29.62,Yes,No,Car,1,174,22.21691359
6a0b0cf4-ddd0-4721-a865-d57b9463161c,David Jones,27,Female,Married,Employed,Grad,Yes,0,133657,0,14.87194207,No History,194056,97,368,"Los Angeles, IL",Yes,4551.333793,10103,No,32.47,No,No,Car,1,28,193.3737057
0bd19b07-48f7-4995-8f52-6e2cc3796a9c,John Martinez,61,Other,Single,Employed,Senior Secondary,No,2,176460,2,10.01178904,Fair,251543,66,339,"New York, CA",Yes,2719.782891,9851,No,16.41,No,Yes,Car,1,265,25.51357796
a03967d7-9a32-41e5-bd7d-10c4f39d8fc6,Sarah Jones,23,Female,Single,Self-employed,Grad,Yes,4,131748,1,10.64294408,Fair,347831,44,370,"Phoenix, NY",No,3148.898746,31941,No,13.27,No,Yes,Scooter,1,157,37.23704747
5215cacb-0173-4661-ac0c-0b0522ff0d20,Katie Davis,29,Male,Married,Retired,Undergrad,No,1,104046,0,7.338322448,Good,356699,49,604,"Phoenix, IL",Yes,3303.753514,19473,Yes,18.8,Yes,No,House,1,240,26.28916135
c32671ed-823c-463e-b0d2-172128f425ba,Alex Johnson,64,Male,Single,Unemployed,Undergrad,No,1,102074,0,17.52883391,Fair,212724,23,634,"Los Angeles, AZ",Yes,4218.002073,10112,No,48.41,No,No,Car,1,251,63.2751228
ea3b1ca8-c754-45ca-bf12-bc15391e45ca,Michael Williams,58,Other,Single,Unemployed,Undergrad,No,1,36237,0,12.63509977,Good,35352,11,724,"Phoenix, NY",Yes,2306.758,7231,No,94.91,No,No,Car,1,297,25.42129511
ef54fbdf-ab0c-4165-aeba-d218d36a9e0d,Michael Williams,51,Male,Married,Self-employed,Undergrad,No,0,170974,0,13.35528615,Bad,210607,60,576,"Chicago, TX",Yes,6112.168752,2023,No,26.63,No,Yes,Car,1,357,69.35861245
0b812095-314f-40f2-a762-91fe8f3392a8,Chris Garcia,27,Female,Single,Retired,Grad,Yes,2,178826,1,18.25237873,No History,240151,30,783,"Phoenix, IL",Yes,4950.816859,31916,Yes,27.51,Yes,Yes,House,1,27,224.9570016
47e74dc1-94bd-4706-92b4-97d11664e111,Chris Davis,49,Male,Single,Retired,Grad,No,1,188388,2,5.237459247,Fair,130802,71,367,"Houston, AZ",Yes,3567.002898,31980,Yes,14.56,No,No,House,1,86,49.83618114
2b8701d9-d22e-4b45-8415-9c3c127595d2,Alex Jones,28,Other,Single,Self-employed,Undergrad,Yes,0,125601,0,6.003845938,No History,99398,54,640,"New York, AZ",Yes,6455.132825,13035,No,43.23,No,No,Car,1,271,43.56107603
566aca99-f56a-4530-b448-69508b23ec2d,Sarah Rodriguez,23,Male,Single,Retired,Undergrad,No,0,187999,0,7.423684728,Bad,14095,11,555,"New York, CA",No,1489.30845,20205,No,9.32,No,No,Scooter,1,15,104.2717797
a064b205-dc4c-4082-abd1-156c4b09c8fc,Jane Jones,58,Male,Single,Self-employed,Undergrad,Yes,0,164223,2,5.450567196,Good,151543,66,842,"New York, IL",Yes,661.2330176,36877,No,2.51,Yes,Yes,Car,1,262,4.321641764
d2cd05da-a415-46b7-8b81-d5a5987f6ed4,Anna Rodriguez,39,Male,Single,Unemployed,Senior Secondary,Yes,1,104924,1,14.87234235,No History,474053,62,568,"Los Angeles, AZ",No,5335.977449,18207,Yes,55.18,No,Yes,House,1,96,95.36251065
063500cd-c92b-490e-ae8d-4ddbbb3f2c77,Robert Smith,29,Other,Single,Retired,Undergrad,No,1,114519,0,14.50819202,Good,262451,88,517,"Houston, NY",No,3187.38175,48207,Yes,23.18,No,No,House,1,74,65.41946922
